76,39,500,1,20,200,60,1
77,39,400,0,0,100,200,1
78,39,300,1,0,140,120,1
79,39,200,1,0,90,70,1
80,39,100,0,0,200,90,0
81,39,0,0,0,200,300,0
82,39,450,0,0,100,100,1
83,39,1400,0,0,700,300,1
84,39,1450,0,0,100,800,1
85,39,250,1,0,50,100,1
86,39,100,1,0,130,300,0
87,19,400,1,0,200,300,0
88,39,400,1,120,200,300,0
89,39,500,1,0,20,200,1
90,39,600,1,0,200,30,1
91,39,700,1,600,200,300,0
92,39,800,1,0,100,300,1
93,39,900,1,0,200,400,1
94,39,800,1,0,200,300,1
95,39,700,1,0,150,120,1
96,39,600,1,400,200,300,0
97,39,500,1,20,200,60,1
98,39,400,0,0,100,200,1
99,39,300,1,0,140,120,1
100,39,200,1,0,90,70,1
101,39,100,0,0,200,90,0
102,39,0,0,0,200,300,0
103,39,450,0,0,100,100,1
104,39,1400,0,0,700,300,1
105,39,1450,0,0,100,800,1
106,39,250,1,0,50,100,1
107,39,100,1,0,130,300,0
108,49,400,1,0,200,300,0
109,49,400,1,120,200,300,0
110,49,500,1,0,20,200,1
111,49,600,1,0,200,30,1
112,49,700,1,600,200,300,0
113,49,800,1,0,100,300,1
114,49,900,1,0,200,400,1
115,49,800,1,0,200,300,1
116,49,700,1,0,150,120,1
117,49,600,1,400,200,300,0
118,49,500,1,20,200,60,1
119,49,400,0,0,100,200,1
120,49,300,1,0,140,120,1
121,49,200,1,0,90,70,1
122,49,100,0,0,200,90,0
123,49,0,0,0,200,300,0
124,49,450,0,0,100,100,1
125,49,1400,0,0,700,300,1
126,49,1450,0,0,100,800,1
127,49,250,1,0,50,100,1
128,49,100,1,0,130,300,0
129,59,400,1,0,200,300,0
130,49,400,1,120,200,300,0
131,49,500,1,0,20,200,1
132,59,600,1,0,200,30,1
133,59,700,1,600,200,300,0
134,59,800,1,0,100,300,1
135,59,900,1,0,200,400,1
136,59,800,1,0,200,300,1
137,59,700,1,0,150,120,1
138,59,600,1,400,200,300,0
139,59,500,1,20,200,60,1
140,59,400,0,0,100,200,1
141,59,300,1,0,140,120,1
142,59,200,1,0,90,70,1
143,59,100,0,0,200,90,0
144,59,0,0,0,200,300,0
145,59,450,0,0,100,100,1
146,59,1400,0,0,700,300,1
147,59,1450,0,0,100,800,1
148,59,250,1,0,50,100,1
149,59,100,1,0,130,300,0
150,79,400,1,0,200,300,0
151,59,400,1,120,200,300,0
152,59,500,1,0,20,200,1
153,59,600,1,0,200,30,1
154,59,700,1,600,200,300,0
155,59,800,1,0,100,300,1
156,59,900,1,0,200,400,1
157,59,800,1,0,200,300,1
158,59,700,1,0,150,120,1
159,35,600,1,400,200,300,0
160,35,500,1,20,200,60,1
161,35,400,0,0,100,200,1
162,35,300,1,0,140,120,1
163,35,200,1,0,90,70,1
164,35,100,0,0,200,90,0
165,35,0,0,0,200,300,0
166,35,450,0,0,100,100,1
167,35,1400,0,0,700,300,1
168,35,1450,0,0,100,800,1
169,35,250,1,0,50,100,1
170,35,100,1,0,130,300,0
171,35,400,1,0,200,300,0
172,34,400,1,120,200,300,0
173,34,500,1,0,20,200,1
174,34,600,1,0,200,30,1
175,34,700,1,600,200,300,0
176,34,800,1,0,100,300,1
177,34,900,1,0,200,400,1
178,34,800,1,0,200,300,1
179,34,700,1,0,150,120,1
180,34,600,1,400,200,300,0
181,34,500,1,20,200,60,1
182,34,400,0,0,100,200,1
183,34,300,1,0,140,120,1
184,34,200,1,0,90,70,1
185,34,100,0,0,200,90,0
186,34,0,0,0,200,300,0
187,34,450,0,0,100,100,1
188,34,1400,0,0,700,300,1
189,34,1450,0,0,100,800,1
190,34,250,1,0,50,100,1
191,34,100,1,0,130,300,0
192,23,400,1,0,200,300,0
193,23,400,1,120,200,300,0
194,23,500,1,0,20,200,1
195,23,600,1,0,200,30,1
196,23,700,1,600,200,300,0
197,23,800,1,0,100,300,1
198,23,900,1,0,200,400,1
199,23,800,1,0,200,300,1
200,23,700,1,0,150,120,1
201,23,600,1,400,200,300,0
202,23,500,1,20,200,60,1
203,23,400,0,0,100,200,1
204,23,300,1,0,140,120,1
205,23,200,1,0,90,70,1
206,23,100,0,0,200,90,0
207,23,0,0,0,200,300,0
208,23,450,0,0,100,100,1
209,23,1400,0,0,700,300,1
210,23,1450,0,0,100,800,1
211,23,250,1,0,50,100,1
212,23,100,1,0,130,300,0
213,42,400,1,0,200,300,0
214,42,400,1,120,200,300,0
215,42,500,1,0,20,200,1
216,42,600,1,0,200,30,1
217,42,700,1,600,200,300,0
218,42,800,1,0,100,300,1
219,42,900,1,0,200,400,1
220,42,800,1,0,200,300,1
221,42,700,1,0,150,120,1
222,42,600,1,400,200,300,0
223,42,500,1,20,200,60,1
224,42,400,0,0,100,200,1
225,42,300,1,0,140,120,1
226,42,200,1,0,90,70,1
227,42,100,0,0,200,90,0
228,42,0,0,0,200,300,0
229,42,450,0,0,100,100,1
230,42,1400,0,0,700,300,1
231,42,1450,0,0,100,800,1
232,42,250,1,0,50,100,1
233,42,100,1,0,130,300,0
234,31,400,1,0,200,300,0
235,42,400,1,120,200,300,0
236,52,500,1,0,20,200,1
237,52,600,1,0,200,30,1
238,52,700,1,600,200,300,0
239,52,800,1,0,100,300,1
240,52,900,1,0,200,400,1
241,52,800,1,0,200,300,1
242,52,700,1,0,150,120,1
243,52,600,1,400,200,300,0
244,52,500,1,20,200,60,1
245,52,400,0,0,100,200,1
246,52,300,1,0,140,120,1
247,52,200,1,0,90,70,1
248,52,100,0,0,200,90,0
249,52,0,0,0,200,300,0
250,52,450,0,0,100,100,1
251,52,1400,0,0,700,300,1
252,52,1450,0,0,100,800,1
253,52,250,1,0,50,100,1
254,52,100,1,0,130,300,0
255,25,400,1,0,200,300,0
256,25,400,1,120,200,300,0
257,25,500,1,0,20,200,1
258,25,600,1,0,200,30,1
259,25,700,1,600,200,300,0
260,25,800,1,0,100,300,1
261,25,900,1,0,200,400,1
262,25,800,1,0,200,300,1
263,25,700,1,0,150,120,1
264,25,600,1,400,200,300,0
265,25,500,1,20,200,60,1
266,25,400,0,0,100,200,1
267,25,300,1,0,140,120,1
268,25,200,1,0,90,70,1
269,25,100,0,0,200,90,0
270,25,0,0,0,200,300,0
271,25,450,0,0,100,100,1
272,25,1400,0,0,700,300,1
273,25,1450,0,0,100,800,1
274,25,250,1,0,50,100,1
275,25,100,1,0,130,300,0
276,37,400,1,0,200,300,0
277,25,400,1,120,200,300,0
278,25,500,1,0,20,200,1
279,37,600,1,0,200,30,1
280,37,700,1,600,200,300,0
281,37,800,1,0,100,300,1
282,37,900,1,0,200,400,1
283,37,800,1,0,200,300,1
284,37,700,1,0,150,120,1
285,37,600,1,400,200,300,0
286,37,500,1,20,200,60,1
287,37,400,0,0,100,200,1
288,37,300,1,0,140,120,1
289,37,200,1,0,90,70,1
290,37,100,0,0,200,90,0
291,37,0,0,0,200,300,0
292,37,450,0,0,100,100,1
293,37,1400,0,0,700,300,1
294,37,1450,0,0,100,800,1
295,37,250,1,0,50,100,1
296,37,100,1,0,130,300,0
297,44,400,1,0,200,300,0
298,44,400,1,120,200,300,0
299,44,500,1,0,20,200,1
300,44,600,1,0,200,30,1
301,44,700,1,600,200,300,0
302,44,800,1,0,100,300,1
303,44,900,1,0,200,400,1
304,44,800,1,0,200,300,1
305,44,700,1,0,150,120,1
306,44,600,1,400,200,300,0
307,44,500,1,20,200,60,1
308,44,400,0,0,100,200,1
309,44,300,1,0,140,120,1
310,44,200,1,0,90,70,1
311,44,100,0,0,200,90,0
312,44,0,0,0,200,300,0
313,44,450,0,0,100,100,1
314,44,1400,0,0,700,300,1
315,44,1450,0,0,100,800,1
316,44,250,1,0,50,100,1
317,44,100,1,0,130,300,0
318,44,400,1,0,200,300,0
319,41,400,1,120,200,300,0
320,41,500,1,0,20,200,1
321,41,600,1,0,200,30,1
322,41,700,1,600,200,300,0
323,41,800,1,0,100,300,1
324,41,900,1,0,200,400,1
325,41,800,1,0,200,300,1
326,41,700,1,0,150,120,1
327,41,600,1,400,200,300,0
328,41,500,1,20,200,60,1
329,41,400,0,0,100,200,1
330,41,300,1,0,140,120,1
331,41,200,1,0,90,70,1
332,41,100,0,0,200,90,0
333,41,0,0,0,200,300,0
334,41,450,0,0,100,100,1
335,41,1400,0,0,700,300,1
336,41,1450,0,0,100,800,1
337,41,250,1,0,50,100,1
338,41,100,1,0,130,300,0
339,42,400,1,0,200,300,0
340,42,400,1,120,200,300,0
341,42,500,1,0,20,200,1
342,42,600,1,0,200,30,1
343,42,700,1,600,200,300,0
344,42,800,1,0,100,300,1
345,42,900,1,0,200,400,1
346,42,800,1,0,200,300,1
347,42,700,1,0,150,120,1
348,42,600,1,400,200,300,0
349,42,500,1,20,200,60,1
350,42,400,0,0,100,200,1
351,42,300,1,0,140,120,1
352,42,200,1,0,90,70,1
353,42,100,0,0,200,90,0
354,42,0,0,0,200,300,0
355,42,450,0,0,100,100,1
356,42,1400,0,0,700,300,1
357,42,1450,0,0,100,800,1
358,42,250,1,0,50,100,1
359,42,100,1,0,130,300,0
360,43,400,1,0,200,300,0
361,43,400,1,120,200,300,0
362,43,500,1,0,20,200,1
363,43,600,1,0,200,30,1
364,43,700,1,600,200,300,0
365,43,800,1,0,100,300,1
366,43,900,1,0,200,400,1
367,43,800,1,0,200,300,1
368,43,700,1,0,150,120,1
369,43,600,1,400,200,300,0
370,43,500,1,20,200,60,1
371,43,400,0,0,100,200,1
372,43,300,1,0,140,120,1
373,43,200,1,0,90,70,1
374,43,100,0,0,200,90,0
375,43,0,0,0,200,300,0
376,43,450,0,0,100,100,1
377,43,1400,0,0,700,300,1
378,43,1450,0,0,100,800,1
379,43,250,1,0,50,100,1
380,43,100,1,0,130,300,0
381,47,400,1,0,200,300,0
382,47,400,1,120,200,300,0
383,47,500,1,0,20,200,1
384,47,600,1,0,200,30,1
385,47,700,1,600,200,300,0
386,47,800,1,0,100,300,1
387,47,900,1,0,200,400,1
388,47,800,1,0,200,300,1
389,47,700,1,0,150,120,1
390,47,600,1,400,200,300,0
391,47,500,1,20,200,60,1
392,47,400,0,0,100,200,1
393,47,300,1,0,140,120,1
394,47,200,1,0,90,70,1
395,47,100,0,0,200,90,0
396,47,0,0,0,200,300,0
397,47,450,0,0,100,100,1
398,47,1400,0,0,700,300,1
399,47,1450,0,0,100,800,1
400,47,250,1,0,50,100,1
401,47,100,1,0,130,300,0
402,48,400,1,0,200,300,0
403,48,400,1,120,200,300,0
404,48,500,1,0,20,200,1
405,48,600,1,0,200,30,1
406,48,700,1,600,200,300,0
407,48,800,1,0,100,300,1
408,48,900,1,0,200,400,1
409,48,800,1,0,200,300,1
410,48,700,1,0,150,120,1
411,48,600,1,400,200,300,0
412,48,500,1,20,200,60,1
413,48,400,0,0,100,200,1
414,48,300,1,0,140,120,1
415,48,200,1,0,90,70,1
416,48,100,0,0,200,90,0
417,48,0,0,0,200,300,0
418,48,450,0,0,100,100,1
419,48,1400,0,0,700,300,1
420,48,1450,0,0,100,800,1
421,48,250,1,0,50,100,1
422,48,100,1,0,130,300,0
423,40,400,1,0,200,300,0
424,40,400,1,120,200,300,0
425,40,500,1,0,20,200,1
426,40,600,1,0,200,30,1
427,40,700,1,600,200,300,0
428,40,800,1,0,100,300,1
429,40,900,1,0,200,400,1
430,40,800,1,0,200,300,1
431,40,700,1,0,150,120,1
432,40,600,1,400,200,300,0
433,40,500,1,20,200,60,1
434,40,400,0,0,100,200,1
435,40,300,1,0,140,120,1
436,40,200,1,0,90,70,1
437,40,100,0,0,200,90,0
438,40,0,0,0,200,300,0
439,40,450,0,0,100,100,1
440,40,1400,0,0,700,300,1
441,40,1450,0,0,100,800,1
442,40,250,1,0,50,100,1
443,40,100,1,0,130,300,0
444,24,400,1,0,200,300,0
445,40,400,1,120,200,300,0
446,40,500,1,0,20,200,1
447,40,600,1,0,200,30,1
448,40,700,1,600,200,300,0
449,40,800,1,0,100,300,1
450,40,900,1,0,200,400,1
451,40,800,1,0,200,300,1
452,24,700,1,0,150,120,1
453,24,600,1,400,200,300,0
454,24,500,1,20,200,60,1
455,24,400,0,0,100,200,1
456,24,300,1,0,140,120,1
457,24,200,1,0,90,70,1
458,24,100,0,0,200,90,0
459,24,0,0,0,200,300,0
460,24,450,0,0,100,100,1
461,24,1400,0,0,700,300,1
462,24,1450,0,0,100,800,1
463,24,250,1,0,50,100,1
464,24,100,1,0,130,300,0
465,27,400,1,0,200,300,0
466,27,400,1,120,200,300,0
467,27,500,1,0,20,200,1
468,27,600,1,0,200,30,1
469,27,700,1,600,200,300,0
470,27,800,1,0,100,300,1
471,27,900,1,0,200,400,1
472,27,800,1,0,200,300,1
473,27,700,1,0,150,120,1
474,27,600,1,400,200,300,0
475,27,500,1,20,200,60,1
476,27,400,0,0,100,200,1
477,27,300,1,0,140,120,1
478,27,200,1,0,90,70,1
479,27,100,0,0,200,90,0
480,27,0,0,0,200,300,0
481,27,450,0,0,100,100,1
482,27,1400,0,0,700,300,1
483,27,1450,0,0,100,800,1
484,27,250,1,0,50,100,1
485,27,100,1,0,130,300,0
486,64,400,1,0,200,300,0
487,64,400,1,120,200,300,0
488,64,500,1,0,20,200,1
489,64,600,1,0,200,30,1
490,64,700,1,600,200,300,0
491,64,800,1,0,100,300,1
492,64,900,1,0,200,400,1
493,64,800,1,0,200,300,1
494,64,700,1,0,150,120,1
495,64,600,1,400,200,300,0
496,64,500,1,20,200,60,1
497,64,400,0,0,100,200,1
498,64,300,1,0,140,120,1
499,64,200,1,0,90,70,1
500,64,100,0,0,200,90,0
501,64,0,0,0,200,300,0
502,64,450,0,0,100,100,1
503,64,1400,0,0,700,300,1
504,64,1450,0,0,100,800,1
505,64,250,1,0,50,100,1
506,64,100,1,0,130,300,0
507,74,400,1,0,200,300,0
508,64,400,1,120,200,300,0
509,64,500,1,0,20,200,1
510,64,600,1,0,200,30,1
511,64,700,1,600,200,300,0
512,64,800,1,0,100,300,1
513,34,900,1,0,200,400,1
514,34,800,1,0,200,300,1
515,34,700,1,0,150,120,1
516,34,600,1,400,200,300,0
517,34,500,1,20,200,60,1
518,34,400,0,0,100,200,1
519,34,300,1,0,140,120,1
520,34,200,1,0,90,70,1
521,34,100,0,0,200,90,0
522,34,0,0,0,200,300,0
523,34,450,0,0,100,100,1
524,34,1400,0,0,700,300,1
525,34,1450,0,0,100,800,1
526,34,250,1,0,50,100,1
527,34,100,1,0,130,300,0
528,30,400,1,0,200,300,0
529,30,400,1,120,200,300,0
530,30,500,1,0,20,200,1
531,30,600,1,0,200,30,1
532,30,700,1,600,200,300,0
533,30,800,1,0,100,300,1
534,30,900,1,0,200,400,1
535,30,800,1,0,200,300,1
536,30,700,1,0,150,120,1
537,30,600,1,400,200,300,0
538,30,500,1,20,200,60,1
539,30,400,0,0,100,200,1
540,30,300,1,0,140,120,1
541,30,200,1,0,90,70,1
542,30,100,0,0,200,90,0
543,30,0,0,0,200,300,0
544,30,450,0,0,100,100,1
545,30,1400,0,0,700,300,1
546,30,1450,0,0,100,800,1
547,30,250,1,0,50,100,1
548,30,100,1,0,130,300,0
549,31,500,0,120,100,120,0
